meta_source,meta_time,meta_event,meta_session,timestamp,vehicle_id,outing,lap,expire_at,value
kafka:gr-raw,2025-04-27T17:57:56.277Z,I_R02_2025-04-27,R2,2025-04-27T17:57:55.061Z,GR86-002-2,0,0,,2025-04-27T17:57:55.061Z
kafka:gr-raw,2025-04-27T17:57:31.428Z,I_R02_2025-04-27,R2,2025-04-27T17:57:21.456Z,GR86-002-2,0,16,,2025-04-27T17:57:21.456Z
kafka:gr-raw,2025-04-27T17:54:00.120Z,I_R02_2025-04-27,R2,2025-04-27T17:53:59.695Z,GR86-002-2,0,15,,2025-04-27T17:53:59.695Z
kafka:gr-raw,2025-04-27T17:50:24.648Z,I_R02_2025-04-27,R2,2025-04-27T17:50:23.631Z,GR86-002-2,0,14,,2025-04-27T17:50:23.631Z
kafka:gr-raw,2025-04-27T17:50:24.647Z,I_R02_2025-04-27,R2,2025-04-27T17:50:23.617Z,GR86-002-2,0,15,,2025-04-27T17:50:23.617Z
kafka:gr-raw,2025-04-27T17:50:24.647Z,I_R02_2025-04-27,R2,2025-04-27T17:50:23.615Z,GR86-002-2,0,14,,2025-04-27T17:50:23.615Z
kafka:gr-raw,2025-04-27T17:46:50.574Z,I_R02_2025-04-27,R2,2025-04-27T17:46:49.245Z,GR86-002-2,0,13,,2025-04-27T17:46:49.245Z
kafka:gr-raw,2025-04-27T17:44:19.707Z,I_R02_2025-04-27,R2,2025-04-27T17:44:15.575Z,GR86-002-2,0,12,,2025-04-27T17:44:15.575Z
kafka:gr-raw,2025-04-27T17:41:50.521Z,I_R02_2025-04-27,R2,2025-04-27T17:41:46.591Z,GR86-002-2,0,11,,2025-04-27T17:41:46.591Z
kafka:gr-raw,2025-04-27T17:39:19.474Z,I_R02_2025-04-27,R2,2025-04-27T17:39:16.976Z,GR86-002-2,0,10,,2025-04-27T17:39:16.976Z
kafka:gr-raw,2025-04-27T17:35:58.427Z,I_R02_2025-04-27,R2,2025-04-27T17:35:56.496Z,GR86-002-2,0,9,,2025-04-27T17:35:56.496Z
