expire_at,lap,meta_event,meta_session,meta_source,meta_time,original_vehicle_id,outing,telemetry_name,telemetry_value,timestamp,vehicle_id,vehicle_number
,1,I_R02_2025-04-27,R1,kafka:gr-raw,2025-04-26T20:54:55.984Z,GR86-002-2,0,accx_can,0.262,2025-04-24T20:53:32.719Z,GR86-002-2,2
,1,I_R02_2025-04-27,R1,kafka:gr-raw,2025-04-26T20:54:55.984Z,GR86-002-2,0,accy_can,-0.093,2025-04-24T20:53:32.719Z,GR86-002-2,2
,1,I_R02_2025-04-27,R1,kafka:gr-raw,2025-04-26T20:54:55.984Z,GR86-002-2,0,ath,100.01,2025-04-24T20:53:32.719Z,GR86-002-2,2
,1,I_R02_2025-04-27,R1,kafka:gr-raw,2025-04-26T20:54:55.984Z,GR86-002-2,0,pbrake_r,0.0,2025-04-24T20:53:32.719Z,GR86-002-2,2
,1,I_R02_2025-04-27,R1,kafka:gr-raw,2025-04-26T20:54:55.984Z,GR86-002-2,0,pbrake_f,0.0,2025-04-24T20:53:32.719Z,GR86-002-2,2
,1,I_R02_2025-04-27,R1,kafka:gr-raw,2025-04-26T20:54:55.984Z,GR86-002-2,0,gear,2.0,2025-04-24T20:53:32.719Z,GR86-002-2,2
,1,I_R02_2025-04-27,R1,kafka:gr-raw,2025-04-26T20:54:55.984Z,GR86-002-2,0,Steering_Angle,-1.9,2025-04-24T20:53:32.719Z,GR86-002-2,2
,1,I_R02_2025-04-27,R1,kafka:gr-raw,2025-04-26T20:54:55.984Z,GR86-002-2,0,accx_can,0.249,2025-04-24T20:53:32.675Z,GR86-002-2,2
,1,I_R02_2025-04-27,R1,kafka:gr-raw,2025-04-26T20:54:55.984Z,GR86-002-2,0,accy_can,-0.079,2025-04-24T20:53:32.675Z,GR86-002-2,2
,1,I_R02_2025-04-27,R1,kafka:gr-raw,2025-04-26T20:54:55.984Z,GR86-002-2,0,ath,100.04,2025-04-24T20:53:32.675Z,GR86-002-2,2
,1,I_R02_2025-04-27,R1,kafka:gr-raw,2025-04-26T20:54:55.984Z,GR86-002-2,0,pbrake_r,0.0,2025-04-24T20:53:32.675Z,GR86-002-2,2
,1,I_R02_2025-04-27,R1,kafka:gr-raw,2025-04-26T20:54:55.984Z,GR86-002-2,0,pbrake_f,0.0,2025-04-24T20:53:32.675Z,GR86-002-2,2
,1,I_R02_2025-04-27,R1,kafka:gr-raw,2025-04-26T20:54:55.984Z,GR86-002-2,0,gear,2.0,2025-04-24T20:53:32.675Z,GR86-002-2,2
,1,I_R02_2025-04-27,R1,kafka:gr-raw,2025-04-26T20:54:55.984Z,GR86-002-2,0,Steering_Angle,-1.8,2025-04-24T20:53:32.675Z,GR86-002-2,2
,1,I_R02_2025-04-27,R1,kafka:gr-raw,2025-04-26T20:54:55.984Z,GR86-002-2,0,accx_can,0.227,2025-04-24T20:53:32.631Z,GR86-002-2,2
